"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  - As a user, I should be able to log in to the site","19210","Successful Login","","Wed Feb 05 14:19:45 GMT 2025","passed","Wed Feb 05 14:20:04 GMT 2025","","Login","Successful Login",""
"  As a user, I should be able to register on the platform","4964","Alternative registration flows","","Wed Feb 05 14:20:24 GMT 2025","passed","Wed Feb 05 14:20:29 GMT 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to make a purchase of a product on the website","53564","Purchase of a product","","Wed Feb 05 14:20:44 GMT 2025","passed","Wed Feb 05 14:21:38 GMT 2025","","Purchase of a Product","Purchase of a product",""
"  As a user, I should be able to register on the platform","4919","Alternative registration flows","","Wed Feb 05 14:20:34 GMT 2025","passed","Wed Feb 05 14:20:39 GMT 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to log in to the site","5063","Alternative Scenarios","","Wed Feb 05 14:20:04 GMT 2025","passed","Wed Feb 05 14:20:09 GMT 2025","","Login","Alternative Scenarios",""
"  As a user, I should be able to register on the platform","5055","Alternative registration flows","","Wed Feb 05 14:20:29 GMT 2025","passed","Wed Feb 05 14:20:34 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","5115","Alternative registration flows","","Wed Feb 05 14:20:19 GMT 2025","passed","Wed Feb 05 14:20:24 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","4995","Alternative registration flows","","Wed Feb 05 14:20:39 GMT 2025","passed","Wed Feb 05 14:20:44 GMT 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to log in to the site","5016","Alternative Scenarios","","Wed Feb 05 14:20:09 GMT 2025","passed","Wed Feb 05 14:20:14 GMT 2025","","Login","Alternative Scenarios",""
"  As a user, I should be able to register on the platform","5123","Successful registration","","Wed Feb 05 14:20:14 GMT 2025","passed","Wed Feb 05 14:20:19 GMT 2025","","User Registration","Successful registration",""
