"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 09 12:17:48 GMT 2023","Thu Mar 09 12:18:04 GMT 2023","15728","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Mar 09 12:16:27 GMT 2023","Thu Mar 09 12:16:53 GMT 2023","25322","","Login","","Login sucesso","","Login sucesso","  - Eu como usuario devo poder realizar login na plataforma."
"passed","Thu Mar 09 12:16:53 GMT 2023","Thu Mar 09 12:17:00 GMT 2023","7287","","Login","","Cenarios alternativas para login","","Cenarios alternativas para login","  - Eu como usuario devo poder realizar login na plataforma."
"passed","Thu Mar 09 12:18:04 GMT 2023","Thu Mar 09 12:18:16 GMT 2023","11641","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Mar 09 12:17:00 GMT 2023","Thu Mar 09 12:17:12 GMT 2023","11537","","Login","","Cenarios alternativas para login","","Cenarios alternativas para login","  - Eu como usuario devo poder realizar login na plataforma."
"passed","Thu Mar 09 12:18:27 GMT 2023","Thu Mar 09 12:18:35 GMT 2023","7624","","Steps de suporte","","Login suporte","","Login suporte","  - Esta feature tem como objetivo dar suporte para outros cenarios que tenha
  como premissa realizar login no aplicativo."
"passed","Thu Mar 09 12:17:24 GMT 2023","Thu Mar 09 12:17:36 GMT 2023","11908","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Mar 09 12:17:36 GMT 2023","Thu Mar 09 12:17:48 GMT 2023","12633","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Mar 09 12:18:16 GMT 2023","Thu Mar 09 12:18:27 GMT 2023","11660","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Mar 09 12:17:12 GMT 2023","Thu Mar 09 12:17:24 GMT 2023","12205","","Cadastro de usuario","","Cadastro com sucesso","","Cadastro com sucesso","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Mar 09 12:18:35 GMT 2023","Thu Mar 09 12:19:02 GMT 2023","26994","","Compra de um produtos","","Compra de um produto","","Compra de um produto","  - Eu como usuario devo poder realizar a compra de um produto de minha escolha no site."
