"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Mar 14 12:21:21 GMT 2023","Tue Mar 14 12:21:32 GMT 2023","11404","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Tue Mar 14 12:21:57 GMT 2023","Tue Mar 14 12:22:25 GMT 2023","27848","","Compra de um produtos","","Compra de um produto","","Compra de um produto","  - Eu como usuario devo poder realizar a compra de um produto de minha escolha no site."
"passed","Tue Mar 14 12:20:54 GMT 2023","Tue Mar 14 12:21:07 GMT 2023","12363","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Tue Mar 14 12:21:07 GMT 2023","Tue Mar 14 12:21:21 GMT 2023","13946","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Tue Mar 14 12:20:03 GMT 2023","Tue Mar 14 12:20:15 GMT 2023","12350","","Login","","Cenarios alternativas para login","","Cenarios alternativas para login","  - Eu como usuario devo poder realizar login na plataforma."
"passed","Tue Mar 14 12:21:44 GMT 2023","Tue Mar 14 12:21:57 GMT 2023","13103","","Steps de suporte","","Login suporte","","Login suporte","  - Esta feature tem como objetivo dar suporte para outros cenarios que tenha
  como premissa realizar login no aplicativo."
"passed","Tue Mar 14 12:21:32 GMT 2023","Tue Mar 14 12:21:44 GMT 2023","12017","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Tue Mar 14 12:20:42 GMT 2023","Tue Mar 14 12:20:54 GMT 2023","12478","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Tue Mar 14 12:20:28 GMT 2023","Tue Mar 14 12:20:42 GMT 2023","13318","","Cadastro de usuario","","Cadastro com sucesso","","Cadastro com sucesso","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Tue Mar 14 12:20:15 GMT 2023","Tue Mar 14 12:20:28 GMT 2023","13302","","Login","","Cenarios alternativas para login","","Cenarios alternativas para login","  - Eu como usuario devo poder realizar login na plataforma."
"passed","Tue Mar 14 12:19:39 GMT 2023","Tue Mar 14 12:20:03 GMT 2023","23551","","Login","","Login sucesso","","Login sucesso","  - Eu como usuario devo poder realizar login na plataforma."
