"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 12:43:45 GMT 2023","Thu Apr 06 12:43:58 GMT 2023","13371","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Apr 06 12:43:33 GMT 2023","Thu Apr 06 12:43:45 GMT 2023","11671","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Apr 06 12:43:04 GMT 2023","Thu Apr 06 12:43:17 GMT 2023","13267","","Cadastro de usuario","","Cadastro com sucesso","","Cadastro com sucesso","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Apr 06 12:42:20 GMT 2023","Thu Apr 06 12:42:42 GMT 2023","21579","","Login","","Login sucesso","","Login sucesso","  - Eu como usuario devo poder realizar login na plataforma."
"passed","Thu Apr 06 12:44:10 GMT 2023","Thu Apr 06 12:44:22 GMT 2023","11674","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Apr 06 12:43:17 GMT 2023","Thu Apr 06 12:43:33 GMT 2023","16060","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Apr 06 12:44:22 GMT 2023","Thu Apr 06 12:44:34 GMT 2023","11873","","Steps de suporte","","Login suporte","","Login suporte","  - Esta feature tem como objetivo dar suporte para outros cenarios que tenha
  como premissa realizar login no aplicativo."
"passed","Thu Apr 06 12:42:42 GMT 2023","Thu Apr 06 12:42:53 GMT 2023","11334","","Login","","Cenarios alternativas para login","","Cenarios alternativas para login","  - Eu como usuario devo poder realizar login na plataforma."
"passed","Thu Apr 06 12:43:58 GMT 2023","Thu Apr 06 12:44:10 GMT 2023","11848","","Cadastro de usuario","","Envio de formulario com email invalido","","Envio de formulario com email invalido","  - Eu como usuario devo poder me cadastrar na plataforma."
"passed","Thu Apr 06 12:42:53 GMT 2023","Thu Apr 06 12:43:04 GMT 2023","10575","","Login","","Cenarios alternativas para login","","Cenarios alternativas para login","  - Eu como usuario devo poder realizar login na plataforma."
"passed","Thu Apr 06 12:44:34 GMT 2023","Thu Apr 06 12:45:00 GMT 2023","26517","","Compra de um produtos","","Compra de um produto","","Compra de um produto","  - Eu como usuario devo poder realizar a compra de um produto de minha escolha no site."
