"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  - As a user, I should be able to log in to the site","9","Alternative Scenarios","","Mon Dec 01 20:07:07 UTC 2025","skipped","Mon Dec 01 20:07:07 UTC 2025","","Login","Alternative Scenarios",""
"  As a user, I should be able to register on the platform","6","Alternative registration flows","","Mon Dec 01 20:07:07 UTC 2025","skipped","Mon Dec 01 20:07:07 UTC 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to make a purchase of a product on the website","9","Purchase of a product","","Mon Dec 01 20:07:07 UTC 2025","skipped","Mon Dec 01 20:07:07 UTC 2025","","Purchase of a Product","Purchase of a product",""
"  - As a user, I should be able to log in to the site","8","Alternative Scenarios","","Mon Dec 01 20:07:07 UTC 2025","skipped","Mon Dec 01 20:07:07 UTC 2025","","Login","Alternative Scenarios",""
"  As a user, I should be able to register on the platform","8","Alternative registration flows","","Mon Dec 01 20:07:07 UTC 2025","skipped","Mon Dec 01 20:07:07 UTC 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","9","Alternative registration flows","","Mon Dec 01 20:07:07 UTC 2025","skipped","Mon Dec 01 20:07:07 UTC 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","14","Alternative registration flows","","Mon Dec 01 20:07:07 UTC 2025","skipped","Mon Dec 01 20:07:07 UTC 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","8","Successful registration","","Mon Dec 01 20:07:07 UTC 2025","skipped","Mon Dec 01 20:07:07 UTC 2025","","User Registration","Successful registration",""
"  As a user, I should be able to register on the platform","8","Alternative registration flows","","Mon Dec 01 20:07:07 UTC 2025","skipped","Mon Dec 01 20:07:07 UTC 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to log in to the site","66","Successful Login","","Mon Dec 01 20:07:07 UTC 2025","skipped","Mon Dec 01 20:07:07 UTC 2025","","Login","Successful Login",""
