"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  - As a user, I should be able to log in to the site","4338","Alternative Scenarios","","Wed May 21 12:18:19 GMT 2025","passed","Wed May 21 12:18:23 GMT 2025","","Login","Alternative Scenarios",""
"  - As a user, I should be able to log in to the site","3191","Alternative Scenarios","","Wed May 21 12:18:16 GMT 2025","passed","Wed May 21 12:18:19 GMT 2025","","Login","Alternative Scenarios",""
"  - As a user, I should be able to make a purchase of a product on the website","31406","Purchase of a product","","Wed May 21 12:18:47 GMT 2025","passed","Wed May 21 12:19:18 GMT 2025","","Purchase of a Product","Purchase of a product",""
"  As a user, I should be able to register on the platform","3085","Alternative registration flows","","Wed May 21 12:18:39 GMT 2025","passed","Wed May 21 12:18:42 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","4329","Successful registration","","Wed May 21 12:18:23 GMT 2025","passed","Wed May 21 12:18:28 GMT 2025","","User Registration","Successful registration",""
"  - As a user, I should be able to log in to the site","4996","Successful Login","","Wed May 21 12:18:11 GMT 2025","passed","Wed May 21 12:18:16 GMT 2025","","Login","Successful Login",""
"  As a user, I should be able to register on the platform","3129","Alternative registration flows","","Wed May 21 12:18:28 GMT 2025","passed","Wed May 21 12:18:31 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","4340","Alternative registration flows","","Wed May 21 12:18:42 GMT 2025","passed","Wed May 21 12:18:47 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","4342","Alternative registration flows","","Wed May 21 12:18:31 GMT 2025","passed","Wed May 21 12:18:35 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","4257","Alternative registration flows","","Wed May 21 12:18:35 GMT 2025","passed","Wed May 21 12:18:39 GMT 2025","","User Registration","Alternative registration flows",""
