"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user, I should be able to register on the platform","4047","Alternative registration flows","","Mon Jun 16 20:19:49 GMT 2025","passed","Mon Jun 16 20:19:53 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","3975","Alternative registration flows","","Mon Jun 16 20:19:53 GMT 2025","passed","Mon Jun 16 20:19:57 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","4492","Successful registration","","Mon Jun 16 20:19:45 GMT 2025","passed","Mon Jun 16 20:19:49 GMT 2025","","User Registration","Successful registration",""
"  - As a user, I should be able to make a purchase of a product on the website","37368","Purchase of a product","","Mon Jun 16 20:20:08 GMT 2025","passed","Mon Jun 16 20:20:46 GMT 2025","","Purchase of a Product","Purchase of a product",""
"  - As a user, I should be able to log in to the site","72911","Alternative Scenarios","","Mon Jun 16 20:17:18 GMT 2025","broken","Mon Jun 16 20:18:31 GMT 2025","","Login","Alternative Scenarios",""
"  - As a user, I should be able to log in to the site","73696","Successful Login","","Mon Jun 16 20:16:04 GMT 2025","broken","Mon Jun 16 20:17:18 GMT 2025","","Login","Successful Login",""
"  As a user, I should be able to register on the platform","4044","Alternative registration flows","","Mon Jun 16 20:19:57 GMT 2025","passed","Mon Jun 16 20:20:01 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","4322","Alternative registration flows","","Mon Jun 16 20:20:01 GMT 2025","passed","Mon Jun 16 20:20:05 GMT 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to log in to the site","73365","Alternative Scenarios","","Mon Jun 16 20:18:31 GMT 2025","broken","Mon Jun 16 20:19:44 GMT 2025","","Login","Alternative Scenarios",""
"  As a user, I should be able to register on the platform","2863","Alternative registration flows","","Mon Jun 16 20:20:05 GMT 2025","passed","Mon Jun 16 20:20:08 GMT 2025","","User Registration","Alternative registration flows",""
