"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user, I should be able to register on the platform","4791","Alternative registration flows","","Thu May 29 12:26:23 GMT 2025","passed","Thu May 29 12:26:28 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","3424","Alternative registration flows","","Thu May 29 12:26:28 GMT 2025","passed","Thu May 29 12:26:31 GMT 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to make a purchase of a product on the website","32668","Purchase of a product","","Thu May 29 12:26:41 GMT 2025","passed","Thu May 29 12:27:13 GMT 2025","","Purchase of a Product","Purchase of a product",""
"  As a user, I should be able to register on the platform","4914","Alternative registration flows","","Thu May 29 12:26:18 GMT 2025","passed","Thu May 29 12:26:23 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","4723","Alternative registration flows","","Thu May 29 12:26:36 GMT 2025","passed","Thu May 29 12:26:41 GMT 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to log in to the site","4676","Alternative Scenarios","","Thu May 29 12:21:07 GMT 2025","passed","Thu May 29 12:21:12 GMT 2025","","Login","Alternative Scenarios",""
"  As a user, I should be able to register on the platform","4594","Alternative registration flows","","Thu May 29 12:26:31 GMT 2025","passed","Thu May 29 12:26:36 GMT 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to log in to the site","300767","Alternative Scenarios","","Thu May 29 12:21:12 GMT 2025","broken","Thu May 29 12:26:13 GMT 2025","","Login","Alternative Scenarios",""
"  - As a user, I should be able to log in to the site","6176","Successful Login","","Thu May 29 12:21:01 GMT 2025","passed","Thu May 29 12:21:07 GMT 2025","","Login","Successful Login",""
"  As a user, I should be able to register on the platform","5240","Successful registration","","Thu May 29 12:26:13 GMT 2025","passed","Thu May 29 12:26:18 GMT 2025","","User Registration","Successful registration",""
