"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"  As a user, I should be able to register on the platform","5216","Successful registration","","Wed Mar 12 20:11:10 GMT 2025","passed","Wed Mar 12 20:11:15 GMT 2025","","User Registration","Successful registration",""
"  As a user, I should be able to register on the platform","5075","Alternative registration flows","","Wed Mar 12 20:11:35 GMT 2025","passed","Wed Mar 12 20:11:40 GMT 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to log in to the site","5084","Alternative Scenarios","","Wed Mar 12 20:11:04 GMT 2025","passed","Wed Mar 12 20:11:10 GMT 2025","","Login","Alternative Scenarios",""
"  - As a user, I should be able to make a purchase of a product on the website","32757","Purchase of a product","","Wed Mar 12 20:11:40 GMT 2025","passed","Wed Mar 12 20:12:12 GMT 2025","","Purchase of a Product","Purchase of a product",""
"  As a user, I should be able to register on the platform","5461","Alternative registration flows","","Wed Mar 12 20:11:24 GMT 2025","passed","Wed Mar 12 20:11:30 GMT 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to log in to the site","5610","Alternative Scenarios","","Wed Mar 12 20:10:59 GMT 2025","passed","Wed Mar 12 20:11:04 GMT 2025","","Login","Alternative Scenarios",""
"  As a user, I should be able to register on the platform","5013","Alternative registration flows","","Wed Mar 12 20:11:30 GMT 2025","passed","Wed Mar 12 20:11:35 GMT 2025","","User Registration","Alternative registration flows",""
"  As a user, I should be able to register on the platform","5208","Alternative registration flows","","Wed Mar 12 20:11:19 GMT 2025","passed","Wed Mar 12 20:11:24 GMT 2025","","User Registration","Alternative registration flows",""
"  - As a user, I should be able to log in to the site","24157","Successful Login","","Wed Mar 12 20:10:35 GMT 2025","passed","Wed Mar 12 20:10:59 GMT 2025","","Login","Successful Login",""
"  As a user, I should be able to register on the platform","4058","Alternative registration flows","","Wed Mar 12 20:11:15 GMT 2025","passed","Wed Mar 12 20:11:19 GMT 2025","","User Registration","Alternative registration flows",""
